Rank;Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales
7384;Robotech: Battlecry;XB;N/A;Shooter;Unknown;16;5;0;1;21
7408;Valkyria Chronicles III: Unrecorded Chronicles;PSP;N/A;Strategy;Sega;0;0;21;0;21
7425;WRC: FIA World Rally Championship;PS3;N/A;Racing;Black Bean Games;0;15;1;5;21
7617;Famista 64;N64;N/A;Sports;Namco Bandai Games;0;0;17;3;2
7650;Dead Space 3;PC;N/A;Action;Electronic Arts;2;15;0;2;2
7722;Test Drive Unlimited 2;PC;N/A;Racing;Atari;5;11;0;3;2
7910;Pet Zombies;3DS;N/A;Simulation;Majesco Entertainment;18;0;0;1;19
7948;Star Trek: Legacy;X360;N/A;Simulation;Ubisoft;14;3;0;2;19
8011;MotoGP 14;PS4;2014;Racing;Milestone S.r.l.;4;11;0;4;18
8046;Trauma Team;Wii;N/A;Simulation;Unknown;15;0;2;1;18
8088;Backbreaker;X360;N/A;Sports;Unknown;17;0;0;1;18
8159;Twisted Metal: Small Brawl;PS;N/A;Action;Unknown;1;7;0;1;18
8169;Otomedius Excellent;X360;N/A;Shooter;Unknown;13;0;4;1;18
8206;NBA Starting Five;PS2;N/A;Sports;Unknown;9;7;0;2;18
8225;Teen Titans;GBA;N/A;Action;Unknown;13;5;0;0;17
8315;Backbreaker;PS3;N/A;Sports;Unknown;16;0;0;1;17
8336;James Cameron's Dark Angel;PS2;N/A;Action;Universal Interactive;8;7;0;2;17
8378;Sword of the Samurai;PS2;N/A;Fighting;Ubisoft;0;0;17;0;17
8379;MotoGP 15;PS4;2015;Racing;Milestone S.r.l.;0;12;3;2;17
8441;Splatterhouse;PS3;N/A;Action;Namco Bandai Games;13;2;0;2;17
8555;Alone in the Dark: The New Nightmare;PS;N/A;Adventure;Infogrames;9;6;0;1;16
8622;Vegas Party;Wii;N/A;Misc;Unknown;15;0;0;1;16
8709;Jurassic Park: The Game;X360;N/A;Action;Unknown;15;0;0;1;16
8762;Home Run;2600;N/A;Sports;Atari;14;1;0;0;15
8901;eJay Clubworld;PS2;N/A;Misc;Empire Interactive;7;6;0;2;15
8931;All-Star Baseball 2005;XB;N/A;Sports;Unknown;11;3;0;1;15
9083;Our House Party!;Wii;N/A;Simulation;Unknown;13;0;0;1;14
9153;WCW Backstage Assault;N64;N/A;Action;Unknown;11;3;0;0;14
9173;Bejeweled 3;PS3;N/A;Puzzle;Unknown;13;0;0;1;14
9253;Bejeweled 3;X360;N/A;Puzzle;Unknown;13;0;0;1;14
9312;Disney's Cinderella: Magical Dreams;GBA;N/A;Platform;Disney Interactive Studios;1;4;0;0;14
9394;Transworld Surf;XB;N/A;Sports;Atari;1;3;0;0;13
9477;Street Fighter IV;PC;N/A;Fighting;Capcom;7;4;0;2;13
9524;Nintendo Puzzle Collection;GC;N/A;Puzzle;Unknown;0;0;13;0;13
9669;Charm Girls Club: My Fashion Mall;DS;N/A;Simulation;Unknown;12;0;0;1;12
9694;WRC: FIA World Rally Championship;X360;N/A;Racing;Black Bean Games;0;1;0;2;12
9744;Record of Agarest War Zero;PS3;N/A;Strategy;Ghostlight;9;0;3;1;12
9748;MotoGP 14;PS3;2014;Racing;Milestone S.r.l.;4;6;0;2;12
9751;Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God;PSP;N/A;Strategy;N/A;0;0;12;0;12
9771;Saru! Get You! Million Monkeys;PS2;N/A;Platform;Unknown;0;0;12;0;12
9817;Street Hoops;GC;N/A;Sports;Unknown;9;2;0;0;12
9822;Godzilla: Destroy All Monsters Melee;XB;N/A;Fighting;Unknown;9;3;0;0;12
9823;The Daring Game for Girls;DS;N/A;Adventure;Unknown;11;0;0;1;12
9842;Rocksmith;PC;N/A;Misc;Unknown;6;4;0;1;12
9870;Major League Baseball 2K6;PSP;N/A;Sports;Unknown;11;0;0;1;12
9983;Happy Feet Two;DS;N/A;Action;Warner Bros. Interactive Entertainment;9;2;0;1;12
10047;Star Trek: Conquest;PS2;N/A;Strategy;Bethesda Softworks;6;4;0;1;11
10274;GiFTPiA;GC;N/A;Role-Playing;Unknown;0;0;11;0;11
10364;Disney's Chicken Little: Ace In Action;Wii;N/A;Shooter;Disney Interactive Studios;1;0;0;1;11
10467;Happy Feet Two;PS3;N/A;Action;Warner Bros. Interactive Entertainment;9;1;0;1;1
10496;Atsumare! Power Pro Kun no DS Koushien;DS;N/A;Sports;N/A;0;0;1;0;1
10561;My Healthy Cooking Coach;DS;N/A;Simulation;Unknown;9;0;0;1;1
10692;Happy Feet Two;X360;N/A;Action;Warner Bros. Interactive Entertainment;8;1;0;1;1
10704;Ride;XOne;2015;Racing;Milestone S.r.l.;4;5;0;1;1
10760;Luminous Arc 2 (JP sales);DS;N/A;Role-Playing;Unknown;0;0;1;0;1
10794;The Daring Game for Girls;Wii;N/A;Adventure;Unknown;9;0;0;1;1
10831;Egg Monster Hero;DS;N/A;Role-Playing;Square Enix;0;0;9;0;9
10981;Samurai Shodown Anthology;PSP;N/A;Fighting;Ignition Entertainment;8;0;0;1;9
10999;Demon Chaos;PS2;N/A;Action;Konami Digital Entertainment;0;0;9;0;9
11078;Action Man-Operation Extreme;PS;N/A;Action;N/A;5;3;0;1;9
11090;MotoGP 14;X360;2014;Racing;Milestone S.r.l.;4;4;0;1;9
11110;Super Puzzle Fighter II;GBA;N/A;Puzzle;Capcom;6;2;0;0;9
11144;Happy Feet Two;Wii;N/A;Action;Warner Bros. Interactive Entertainment;7;1;0;1;9
11325;Charm Girls Club: My Fashion Show;DS;N/A;Simulation;Unknown;8;0;0;1;8
11333;Get Fit with Mel B;X360;N/A;Sports;Black Bean Games;0;7;0;1;8
11363;Ride;PS3;2015;Racing;Milestone S.r.l.;0;6;1;1;8
11378;Face Racers: Photo Finish;3DS;N/A;Racing;Majesco Entertainment;8;0;0;0;8
11411;Zero: Tsukihami no Kamen;Wii;N/A;Action;Nintendo;0;0;8;0;8
11457;The Hidden;3DS;N/A;Adventure;Unknown;8;0;0;0;8
11522;MXGP 2;PS4;2016;Racing;Milestone S.r.l.;2;5;0;1;8
11545;Rock Revolution;Wii;N/A;Misc;Unknown;7;0;0;1;8
11575;Dead Island: Riptide;PC;N/A;Action;Deep Silver;0;7;0;1;8
11757;Mega Man Battle Network: Operation Shooting Star;DS;N/A;Role-Playing;Capcom;0;0;7;0;7
11800;Smashing Drive;GC;N/A;Racing;Unknown;6;1;0;0;7
11923;Dream Trigger 3D;3DS;N/A;Shooter;D3Publisher;4;2;0;1;7
11940;Tornado;DS;N/A;Action;Ignition Entertainment;7;0;0;0;7
11978;McFarlane's Evil Prophecy;PS2;N/A;Action;Konami Digital Entertainment;3;3;0;1;7
11999;MotoGP 15;PS3;2015;Racing;Milestone S.r.l.;0;3;3;1;7
12017;Drake of the 99 Dragons;XB;N/A;Shooter;Unknown;5;1;0;0;7
12030;Port Royale 3;PS3;N/A;Simulation;Kalypso Media;6;0;0;1;7
12129;Build-A-Bear Workshop: Friendship Valley;Wii;N/A;Misc;Unknown;6;0;0;0;7
12131;Alex Rider: Stormbreaker;DS;N/A;Action;THQ;6;0;0;0;7
12137;Yoostar on MTV;X360;N/A;Misc;Unknown;6;0;0;0;7
12186;Rayman Arena;XB;N/A;Racing;Unknown;5;1;0;0;7
12214;National Geographic Challenge!;X360;N/A;Misc;Unknown;6;0;0;0;7
12240;Port Royale 3;X360;N/A;Simulation;Kalypso Media;6;0;0;0;7
12250;Jewel Link Chronicles: Mountains of Madness;DS;N/A;Puzzle;Avanquest;0;6;0;1;6
12489;Chou Soujuu Mecha MG;DS;N/A;Simulation;N/A;0;0;6;0;6
12519;Prinny: Can I Really Be The Hero? (US sales);PSP;N/A;Action;N/A;6;0;0;0;6
12533;Combat Elite: WWII Paratroopers;PS2;N/A;Shooter;Unknown;3;2;0;1;6
12628;Captain America: Super Soldier;Wii;N/A;Action;Sega;5;0;0;0;6
12668;Flip's Twisted World;Wii;N/A;Platform;Unknown;5;0;0;0;6
12711;Mobile Ops: The One Year War;X360;N/A;Simulation;Namco Bandai Games;0;0;6;0;6
12751;Tom Clancy's Rainbow Six: Critical Hour;XB;N/A;Shooter;Unknown;4;1;0;0;6
12809;GRID;DS;N/A;Racing;Codemasters;4;1;0;0;6
12827;Captain America: Super Soldier;DS;N/A;Action;Sega;5;0;0;0;5
12881;Reader Rabbit 2nd Grade;Wii;N/A;Misc;Unknown;5;0;0;0;5
12917;Mountain Bike Adrenaline;PS2;N/A;Sports;Unknown;3;2;0;1;5
12924;Tour de France 2011;X360;N/A;Racing;Focus Home Interactive;0;5;0;1;5
12931;Drill Dozer;GBA;N/A;Platform;Unknown;4;1;0;0;5
13057;Battle vs. Chess;PS3;N/A;Misc;TopWare Interactive;0;4;0;1;5
13158;The History Channel: Great Battles - Medieval;PS3;N/A;Strategy;Slitherine Software;0;4;0;1;5
13176;MXGP 2;XOne;2016;Racing;Milestone S.r.l.;2;2;0;0;5
13280;Monster Hunter Frontier Online;PS3;N/A;Role-Playing;N/A;0;0;5;0;5
13479;RollerCoaster Tycoon;PC;N/A;Strategy;Microprose;2;2;0;1;4
13510;S√©bastien Loeb Rally Evo;PS4;2016;Racing;Milestone S.r.l;0;4;0;1;4
13667;GRID;PC;N/A;Racing;Codemasters;0;3;0;1;4
13674;B.L.U.E.: Legend of Water;PS;N/A;Adventure;N/A;0;0;4;0;4
13677;Luxor: Pharaoh's Challenge;Wii;N/A;Puzzle;Funsta;1;3;0;0;4
13735;NHL Hitz Pro;GC;N/A;Sports;Unknown;3;1;0;0;4
13872;Sega Rally 2006;PS2;N/A;Racing;Unknown;0;0;4;0;4
13964;World of Tanks;X360;N/A;Shooter;N/A;0;3;0;0;4
14048;Swords;Wii;N/A;Fighting;Unknown;3;0;0;0;4
14057;Half-Minute Hero 2;PSP;N/A;Role-Playing;Rising Star Games;0;0;4;0;4
14058;Clockwork Empires;PC;N/A;Strategy;Unknown;0;3;0;0;4
14089;Housekeeping;DS;N/A;Action;N/A;0;0;4;0;4
14100;Major League Baseball 2K8;PSP;N/A;Sports;Unknown;3;0;0;0;3
14162;Sabre Wulf;GBA;N/A;Platform;THQ;2;1;0;0;3
14276;Beyond the Labyrinth;3DS;N/A;Role-Playing;Unknown;0;0;3;0;3
14299;Bikkuriman Daijiten;DS;N/A;Misc;N/A;0;0;3;0;3
14315;Majesty 2: The Fantasy Kingdom Sim;X360;N/A;Simulation;Unknown;3;0;0;0;3
14380;Fullmetal Alchemist: Brotherhood;PSP;N/A;Action;Unknown;0;0;3;0;3
14413;MotoGP 15;XOne;2015;Racing;Milestone S.r.l.;0;3;0;0;3
14476;Combat Elite: WWII Paratroopers;XB;N/A;Shooter;Unknown;2;1;0;0;3
14525;Samurai Spirits: Tenkaichi Kenkakuden;PS2;N/A;Fighting;Unknown;0;0;3;0;3
14586;Battle vs. Chess;PC;N/A;Misc;TopWare Interactive;0;2;0;1;3
14669;Ride;PC;2015;Racing;Milestone S.r.l.;0;3;0;0;3
14679;Tom and Jerry in War of the Whiskers;XB;N/A;Fighting;Unknown;2;1;0;0;3
14699;Super Duper Sumos;GBA;N/A;Action;Unknown;2;1;0;0;3
14852;Legacy of Ys: Books I & II;DS;N/A;Role-Playing;Unknown;2;0;0;0;3
14858;The King of Fighters: Maximum Impact - Maniax;XB;N/A;Fighting;Unknown;2;1;0;0;3
14879;Combat Wings: The Great Battles of WWII;Wii;N/A;Simulation;City Interactive;2;0;0;0;3
14928;Tube Slider;GC;N/A;Racing;Unknown;2;0;0;0;2
14945;Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku;PS3;N/A;Adventure;N/A;0;0;2;0;2
15000;Wii de Asobu: Metroid Prime;Wii;N/A;Shooter;Nintendo;0;0;2;0;2
15001;Payout Poker & Casino;PSP;N/A;Misc;Unknown;2;0;0;0;2
15002;Wii de Asobu: Metroid Prime;Wii;N/A;Shooter;Nintendo;0;0;2;0;2
15079;Ride;X360;2015;Racing;Milestone S.r.l.;0;2;0;0;2
15200;Saint;Wii;N/A;Shooter;Unknown;2;0;0;0;2
15211;Steal Princess;DS;N/A;Platform;Unknown;2;0;0;0;2
15264;Mario Tennis;3DS;N/A;Sports;N/A;0;0;2;0;2
15319;Runaway: A Twist of Fate;DS;N/A;Adventure;Focus Home Interactive;0;2;0;0;2
15479;Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales);Wii;N/A;Racing;Unknown;0;0;2;0;2
15582;Cabela's Alaskan Adventure;PS2;N/A;Sports;Unknown;1;1;0;0;2
15585;MotoGP 14;PSV;2014;Racing;Milestone S.r.l.;0;1;0;0;2
15609;Writing and Speaking Beautiful Japanese DS;DS;N/A;Misc;Unknown;0;0;2;0;2
15655;Virtua Quest;PS2;N/A;Role-Playing;Unknown;1;1;0;0;2
15700;Shonen Jump's Yu-Gi-Oh! GX Card Almanac;DS;N/A;Misc;Konami Digital Entertainment;0;0;2;0;2
15720;Without Warning;XB;N/A;Shooter;Capcom;1;0;0;0;2
15742;Football Manager 2007;X360;N/A;Sports;Sega;0;1;0;0;2
15965;Imperium Romanum;PC;2008;Strategy;Kalypso Media;0;1;0;0;2
15966;Ship Simulator 2008;PC;2007;Simulation;Lighthouse Interactive;0;1;0;0;2
15967;Curse of the Amsterdam Diamond;DS;2012;Puzzle;Easy Interactive;0;1;0;0;2
15968;Sengoku;PC;2011;Strategy;Paradox Interactive;0;1;0;0;2
15973;SBK Superbike World Championship;PS2;2008;Racing;Black Bean Games;1;1;0;0;2
14917;Stronghold 2 Deluxe;PC;2005;Strategy;Take-Two Interactive;0;2;0;0;2
14921;Puppet Show 3: Lost Town;PC;2011;Puzzle;Focus Home Interactive;0;2;0;0;2
14922;Star Wars: Empire at War - Forces of Corruption;PC;2006;Strategy;LucasArts;0;2;0;0;2
14929;Ghost Pirates of Vooju Island;PC;2009;Adventure;DTP Entertainment;0;2;0;0;2
14932;Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!;DS;2009;Misc;PlayV;0;2;0;0;2
14933;ParaWorld;PC;2006;Strategy;Deep Silver;0;2;0;0;2
14934;Tropico Reloaded;PC;2009;Strategy;Kalypso Media;0;2;0;0;2
14936;Pharaoh;PC;1998;Strategy;Vivendi Games;0;2;0;0;2
14937;Vampire Mansion: Linda Hyde;DS;2011;Adventure;Unknown;0;2;0;0;2
14948;Warhammer Online: Age of Reckoning;PC;2008;Role-Playing;GOA;0;2;0;0;2
14958;Naruto Shippuden: Ultimate Ninja Storm Collection;PS3;2016;Action;Namco Bandai Games;0;2;0;0;2
14965;Viva Pinata;PC;2007;Simulation;Microsoft Game Studios;0;2;0;0;2
14968;Chili Con Carnage;PSP;2007;Shooter;Eidos Interactive;0;2;0;1;2
14969;Bus Simulator 16;PC;2016;Simulation;Astragon;0;2;0;0;2
14971;Teddy Together;3DS;2016;Simulation;Nintendo;0;2;0;0;2
14976;Demigod;PC;2009;Strategy;Atari;0;2;0;0;2
14984;Star Trek Online;PC;2010;Role-Playing;Atari;0;2;0;0;2
14985;Rapala for Kinect;X360;2011;Sports;Activision;0;2;0;0;2
14986;Rugby Challenge 3;X360;2016;Sports;Alternative Software;0;2;0;0;2
14996;Tropico 4: Modern Times;PC;2012;Strategy;Kalypso Media;0;2;0;0;2
14997;Europa Universalis III Complete;PC;2008;Strategy;Paradox Interactive;0;2;0;0;2
15007;Tom Clancy's Rainbow Six: Vegas 2;PC;2008;Shooter;Ubisoft;0;2;0;0;2
15010;Supermodel Makeover by Lauren Luke;DS;2009;Simulation;Avanquest;0;2;0;0;2
15013;Serious Sam HD: Gold Edition;X360;2011;Shooter;Mastertronic;0;2;0;0;2
15015;Ferrari Challenge Trofeo Pirelli Deluxe;Wii;2009;Racing;System 3 Arcade Software;0;2;0;0;2
15017;SimCity Societies;PC;2007;Simulation;Electronic Arts;0;2;0;0;2
15020;Fishdom 2 Deluxe;PC;2010;Puzzle;Rondomedia;0;2;0;1;2
15024;Penguins of Madagascar;Wii;2014;Action;Namco Bandai Games;0;2;0;0;2
15026;Brothers in Arms: Hell's Highway;PC;2008;Shooter;Ubisoft;0;2;0;0;2
15029;Stronghold Crusader Extreme;PC;2008;Strategy;Gamecock;0;2;0;0;2
15034;Cities XL 2011;PC;2010;Simulation;Focus Home Interactive;0;2;0;0;2
15035;Kung Fu Panda;PC;2008;Action;Activision;0;2;0;0;2
15037;PDC World Championship Darts: Pro Tour;X360;2010;Sports;O-Games;0;2;0;0;2
15047;Street Fighter X Tekken;PC;2012;Fighting;Capcom;0;2;0;0;2
15049;Ceville;PC;2009;Action;Kalypso Media;0;2;0;0;2
15054;Natalie Brooks: Mystery at Hillcrest High;DS;2012;Action;Licensed 4U;0;2;0;0;2
15059;Xia-Xia;DS;2012;Platform;N/A;0;2;0;0;2
15065;GT Legends;PC;2005;Racing;Atari;0;2;0;0;2
15068;F1 Race Stars;PC;2012;Racing;Codemasters;0;2;0;0;2
15074;Thomas and Friends: Steaming around Sodor;3DS;2015;Action;Avanquest Software;0;2;0;0;2
15076;Falcon 4.0: Allied Force;PC;2005;Simulation;Graphsim Entertainment;0;2;0;0;2
15814;Ferrari: The Race Experience;Wii;N/A;Racing;System 3 Arcade Software;0;1;0;0;2
15083;Unreal Anthology;PC;2006;Shooter;Midway Games;0;2;0;0;2
15084;X3: Terran War Pack;PC;2012;Misc;Deep Silver;0;2;0;0;2
15089;Rugby League Live 3;PS4;2015;Action;Tru Blu Entertainment;0;2;0;0;2
15090;Tom Clancy's EndWar;PC;2009;Strategy;Ubisoft;0;2;0;0;2
15092;Left 4 Dead;PC;2008;Shooter;Electronic Arts;0;2;0;0;2
15093;Bejeweled 2 Deluxe;PC;2006;Puzzle;Focus Home Interactive;0;2;0;0;2
15097;DiRT;PC;2007;Racing;Codemasters;0;2;0;0;2
15107;Brave: The Video Game;Wii;2012;Action;Disney Interactive Studios;0;2;0;0;2
15108;Frontlines: Fuel of War;PC;2008;Shooter;THQ;0;2;0;0;2
15112;Grey's Anatomy: The Video Game;PC;2009;Adventure;Ubisoft;0;2;0;0;2
15124;Test Drive Unlimited;PC;2007;Racing;Atari;0;2;0;0;2
15125;SAW;PC;2009;Action;Konami Digital Entertainment;0;2;0;0;2
15134;Serious Sam HD: Gold Edition;PC;2010;Shooter;Devolver Digital;0;2;0;0;2
15137;Homeworld;PC;1998;Strategy;Vivendi Games;0;2;0;0;2
15141;Plants vs. Zombies: Garden Warfare;PC;2014;Shooter;Electronic Arts;0;2;0;0;2
15142;Max Payne;PC;2001;Shooter;Take-Two Interactive;0;2;0;0;2
15144;Invizimals: The Lost Kingdom;PS3;2013;Action;Sony Computer Entertainment;0;2;0;1;2
15146;IL-2 Sturmovik: Forgotten Battles;PC;2003;Simulation;Ubisoft;0;2;0;0;2
15147;Overlord;PC;2007;Strategy;Codemasters;0;2;0;0;2
15148;Sacred 3;PC;2014;Role-Playing;Deep Silver;0;2;0;0;2
15155;18 Wheels of Steel: Extreme Trucker;PC;2009;Racing;Rondomedia;0;2;0;0;2
15156;Rugby World Cup 2015;XOne;2015;Sports;Ubisoft;0;2;0;0;2
15166;Cities in Motion Collection;PC;2011;Simulation;Unknown;0;2;0;0;2
15174;Kung Fu Panda: Showdown of Legendary Legends;PS3;2015;Action;Little Orbit;0;2;0;0;2
15175;The Settlers IV;PC;2001;Strategy;Blue Byte;0;2;0;0;2
15177;Mount & Blade;PC;2008;Role-Playing;Paradox Interactive;0;2;0;0;2
15182;Mata Hari: Betrayal is only a Kiss Away;PC;2008;Adventure;DTP Entertainment;0;2;0;0;2
15185;Quake 4;PC;2005;Shooter;Activision;0;2;0;0;2
15186;Maximum Capacity: Hotel Giant;PC;2002;Strategy;JoWood Productions;0;2;0;0;2
15193;Fuel;PC;2009;Racing;Codemasters;0;2;0;0;2
15203;Indigo Prophecy;PC;2005;Adventure;Atari;0;2;0;0;2
15205;Tale of a Hero;PC;2010;Adventure;Daedalic;0;2;0;1;2
15206;Valentino Rossi: The Game;XOne;2016;Racing;Namco Bandai Games;0;2;0;0;2
15207;Turbo: Super Stunt Squad;PS3;2013;Sports;D3Publisher;0;2;0;0;2
15208;FIFA Soccer 09;PC;2008;Sports;Electronic Arts;0;2;0;0;2
15212;So Blonde;PC;2008;Adventure;Eidos Interactive;0;2;0;0;2
15213;Winter Sports 2011;X360;2011;Sports;DTP Entertainment;0;2;0;0;2
15222;Legend: Hand of God;PC;2007;Role-Playing;DTP Entertainment;0;2;0;0;2
15232;Fallout Trilogy;PC;2004;Role-Playing;Ubisoft;0;2;0;0;2
15235;Command & Conquer 3: Deluxe Edition;PC;2008;Strategy;Electronic Arts;0;2;0;0;2
15236;Dance! It's Your Stage;PS3;2011;Misc;DTP Entertainment;0;2;0;1;2
15237;Sacred Gold;PC;2005;Role-Playing;Encore;0;2;0;0;2
15248;Jewel Master: Cradle Of Rome 2;DS;2011;Puzzle;Rising Star Games;0;2;0;0;2
15251;Brave: The Video Game;DS;2012;Action;Disney Interactive Studios;0;2;0;0;2
15254;Painkiller;PC;2004;Shooter;DreamCatcher Interactive;0;2;0;0;2
15256;Canimal Triple;PSV;2014;Misc;Warner Bros. Interactive Entertainment;0;2;0;0;2
15260;Spider-Man: Web of Shadows;PC;2008;Action;Activision;0;2;0;0;2
15263;PopCap Hits!;X360;2011;Misc;PopCap Games;0;2;0;0;2
15272;Sniper Elite V2;WiiU;2013;Shooter;505 Games;0;2;0;0;2
15276;Thomas & Friends: Hero of the Rails;Wii;2010;Misc;Unknown;0;2;0;0;2
15287;Don Bradman Cricket 14;PS3;2014;Sports;Tru Blu Entertainment;0;2;0;0;2
15290;Crime Scene;DS;2009;Adventure;Nobilis;0;2;0;0;2
15294;Stormrise;PC;2009;Strategy;Sega;0;2;0;0;2
15868;PDC World Championship Darts 2008;DS;N/A;Sports;Unknown;1;0;0;0;2
15303;F1 2016 (Codemasters);PC;2016;Racing;Codemasters;0;2;0;0;2
15308;Rugby League Team Manager 2015;PC;2015;Action;Alternative Software;0;2;0;0;2
15310;The Lord of the Rings Online: Mines of Moria;PC;2008;Role-Playing;Codemasters Online;0;2;0;0;2
15312;War Leaders: Clash of Nations;PC;2009;Strategy;CDV Software Entertainment;0;2;0;0;2
15323;The Testament of Sherlock Holmes;X360;2012;Adventure;Focus Home Interactive;0;2;0;0;2
15332;Hellgate: London;PC;2007;Role-Playing;Electronic Arts;0;2;0;0;2
15338;Mystery Tales 2: The Spirit Mask;DS;2011;Puzzle;Unknown;0;2;0;0;2
15339;Kung Fu Panda: Showdown of Legendary Legends;3DS;2015;Action;Little Orbit;0;2;0;0;2
15342;Homefront: The Revolution;PC;2016;Shooter;Deep Silver;0;2;0;0;2
15346;TOCA Race Driver 3;PC;2006;Racing;Codemasters;0;2;0;0;2
15879;Dinotopia: The Sunstone Odyssey;GC;N/A;Action;Unknown;1;0;0;0;2
15347;Airport Simulator;PC;2011;Simulation;Unknown;0;2;0;0;2
15881;Dance! It's Your Stage;Wii;N/A;Misc;DTP Entertainment;0;1;0;0;2
15352;Oil Rush;PC;2012;Strategy;Iceberg Interactive;0;2;0;0;2
15356;Demolition Company: Gold Edition;PC;2011;Simulation;N/A;0;2;0;0;2
15361;Bella Sara 2 - The Magic of Drasilmare;3DS;2013;Adventure;Big Ben Interactive;0;2;0;0;2
15373;Pippa Funnell: Ranch Rescue;Wii;2007;Adventure;Ubisoft;0;2;0;0;2
15374;Jewel Link: Galactic Quest;DS;2012;Action;Avanquest Software;0;2;0;0;2
15392;Ridge Racer Unbounded;PC;2012;Racing;Namco Bandai Games;0;2;0;0;2
15396;Invizimals: The Resistance;PSV;2014;Role-Playing;Sony Computer Entertainment;0;2;0;0;2
15397;Anima - Gate of Memories;PS4;2016;Action;Avanquest;0;2;0;0;2
15412;Deus Ex: Mankind Divided;PC;2016;Role-Playing;Square Enix;0;2;0;0;2
15417;Worms;X360;2007;Strategy;Microsoft Game Studios;0;2;0;0;2
15418;RollerCoaster Tycoon World;PC;2016;Simulation;Atari;0;2;0;0;2
15420;Trapped Dead;PC;2011;Strategy;Iceberg Interactive;0;2;0;0;2
15426;Littlest Pet Shop;PC;2008;Simulation;Electronic Arts;0;2;0;0;2
15432;Worldwide Soccer Manager 2007;PC;2006;Sports;Sega;0;2;0;0;2
15433;Heroes of the Pacific;PC;2005;Simulation;Codemasters;0;2;0;0;2
15437;Horrid Henry: Missions of Mischief;Wii;2010;Adventure;SouthPeak Games;0;2;0;0;2
15438;Dark Tales: Edgar Allan Poe's The Premature Burial;PC;2012;Puzzle;Focus Multimedia;0;2;0;0;2
15444;Mini Ninjas;PC;2009;Action;Eidos Interactive;0;2;0;0;2
15445;Legend of Kay Anniversary;PS4;2015;Action;Nordic Games;0;2;0;0;2
15446;NHL 09;PC;2008;Sports;Electronic Arts;0;2;0;0;2
15903;Jet Impulse;DS;N/A;Simulation;Nintendo;0;0;2;0;2
15450;Germany's Next Topmodel 2011;Wii;2011;Simulation;7G//AMES;0;2;0;0;2
15454;UFO: Trilogy;PC;2007;Strategy;Unknown;0;2;0;0;2
15455;Mount & Blade Collection;PC;2012;Role-Playing;Paradox Interactive;0;2;0;0;2
15457;Vietcong;PC;2003;Shooter;Gathering of Developers;0;2;0;0;2
15463;Starship Troopers;PC;2005;Shooter;Empire Interactive;0;2;0;0;2
15465;Crysis: Warhead;PC;2008;Shooter;Electronic Arts;0;2;0;0;2
15467;Dino Dini's Kick Off Revival;PS4;2016;Sports;Avanquest;0;2;0;0;2
15468;Garfield Gets Real;DS;2009;Action;Zushi Games;0;2;0;0;2
15470;Atlantic Quest;PC;2011;Puzzle;Avanquest;0;2;0;0;2
15471;Tycoon City: New York;PC;2006;Strategy;Atari;0;2;0;0;2
15473;Agatha Christie: The ABC Murders;PC;2016;Adventure;Microids;0;2;0;0;2
15492;Mary King's Riding School;DS;2008;Simulation;Ghostlight;0;2;0;0;2
15495;Commandos 3: Destination Berlin;PC;2003;Strategy;Eidos Interactive;0;2;0;0;2
15498;Spirits and Demons: 5 Game Pack;PC;2015;Misc;Focus Multimedia;0;2;0;0;2
15918;Dream Dancer;DS;N/A;Misc;N/A;1;0;0;0;2
15501;Azada;3DS;2012;Puzzle;Licensed 4U;0;2;0;0;2
15513;Uru: Ages Beyond Myst;PC;2003;Adventure;Ubisoft;0;2;0;0;2
15520;X-Plane 10 Global;PC;2013;Simulation;Aerosoft;0;2;0;0;2
15542;The Talos Principle;PS4;2015;Puzzle;Devolver Digital;0;2;0;0;2
15570;Mary King's Riding School 2;Wii;2009;Simulation;Midas Interactive Entertainment;0;2;0;0;2
15575;The Crew: Wild Run;PC;2015;Action;Ubisoft;0;2;0;0;2
15577;7 Roses: A Darkness Rises;PC;2015;Misc;Avanquest Software;0;2;0;0;2
15603;Emergency 2012;DS;2010;Simulation;Rondomedia;0;2;0;0;2
15613;Let's Dance with Mel B;X360;2011;Sports;Black Bean Games;0;2;0;0;2
15615;The Crew: Wild Run;XOne;2015;Action;Ubisoft;0;2;0;0;2
15621;Ben 10 Omniverse 2;3DS;2013;Action;Namco Bandai Games;0;2;0;0;2
15624;Dancing on Ice;DS;2010;Sports;Ghostlight;0;2;0;0;2
15642;Lara Croft and the Temple of Osiris;PC;2014;Action;Square Enix;0;2;0;0;2
15648;PDC World Championship Darts 2009;Wii;2009;Sports;Oxygen Interactive;0;2;0;0;2
15649;Tour de France 2014;PS3;2014;Sports;Focus Home Interactive;0;2;0;0;2
15681;50 Classic Games;3DS;2012;Misc;Avanquest Software;0;2;0;0;2
15703;Monster High 13 Wishes;3DS;2013;Action;Little Orbit;0;2;0;0;2
15710;Back to the Future: The Game;XOne;2015;Adventure;Telltale Games;0;2;0;0;2
